,0
0,33.99
1,33.99
2,33.99
3,33.99
4,33.99
5,33.99
6,33.99
7,33.99
8,33.99
9,33.99
10,33.99
11,33.99
12,33.99
13,33.99
14,33.99
15,33.99
16,33.99
17,33.99
18,37.58
19,39.72
20,33.99
21,44.67
22,33.99
23,48.08
24,48.48
25,33.99
26,46.32
27,44.83
28,42.45
29,33.99
30,35.48
31,33.99
32,33.99
33,33.99
34,33.99
35,33.99
36,33.99
37,33.99
38,33.99
39,33.99
40,33.99
41,33.99
42,33.99
43,33.99
44,33.99
45,33.99
46,33.99
47,33.99
48,33.99
49,33.99
50,33.99
51,33.99
52,33.99
53,33.99
54,33.99
55,33.99
56,33.99
57,33.99
58,33.99
59,33.99
60,33.99
61,33.99
62,33.99
63,33.99
64,33.99
65,35.24
66,36.32
67,39.09
68,33.99
69,33.99
70,33.99
71,48.28
72,48.95
73,48.65
74,47.34
75,45.73
76,43.44
77,33.99
78,33.99
79,33.99
80,33.99
81,33.99
82,33.99
83,33.99
84,33.99
85,33.99
86,33.99
87,33.99
88,33.99
89,33.99
90,33.99
91,33.99
92,33.99
93,33.99
94,33.99
95,33.99
96,33.99
97,33.99
98,33.99
99,33.99
100,33.99
101,33.99
102,33.99
103,33.99
104,33.99
105,33.99
106,33.99
107,33.99
108,33.99
109,33.99
110,33.99
111,33.99
112,33.99
113,33.99
114,38.08
115,40.7
116,33.99
117,46.45
118,33.99
119,50.13
120,49.75
121,33.99
122,48.07
123,46.09
124,43.86
125,33.99
126,36.17
127,33.99
128,33.99
129,33.99
130,33.99
131,33.99
132,33.99
133,33.99
134,33.99
135,33.99
136,33.99
137,33.99
138,33.99
139,33.99
140,33.99
141,33.99
142,33.99
143,33.99
144,33.99
145,33.99
146,33.99
147,33.99
148,33.99
149,33.99
150,33.99
151,33.99
152,33.99
153,33.99
154,33.99
155,33.99
156,33.99
157,33.99
158,33.99
159,33.99
160,33.99
161,35.26
162,36.89
163,40.16
164,33.99
165,33.99
166,33.99
167,50.18
168,50.85
169,50.37
170,48.78
171,46.81
172,44.54
173,33.99
174,33.99
175,33.99
176,33.99
177,33.99
178,33.99
179,33.99
180,33.99
181,33.99
182,33.99
183,33.99
184,33.99
185,33.99
186,33.99
187,33.99
188,33.99
189,33.99
190,33.99
191,33.99
192,33.99
193,33.99
194,33.99
195,33.99
