,0
0,3.53
1,3.53
2,3.53
3,3.53
4,3.53
5,3.53
6,3.53
7,3.53
8,3.53
9,3.53
10,3.53
11,3.53
12,3.53
13,3.53
14,3.53
15,5.45
16,13.21
17,3.53
18,28.69
19,3.53
20,41.67
21,45.33
22,3.53
23,49.48
24,50.03
25,48.87
26,46.08
27,42.53
28,37.7
29,31.58
30,24.68
31,3.53
32,9.79
33,3.53
34,3.53
35,3.53
36,3.53
37,3.53
38,3.53
39,3.53
40,3.53
41,3.53
42,3.53
43,3.53
44,3.53
45,3.53
46,3.53
47,3.53
48,3.53
49,3.53
50,3.53
51,3.53
52,3.53
53,3.53
54,3.53
55,3.53
56,3.53
57,3.53
58,3.53
59,3.53
60,3.53
61,3.53
62,3.53
63,4.95
64,12.43
65,20.25
66,27.58
67,3.53
68,40.5
69,44.13
70,3.53
71,49.18
72,51.47
73,48.56
74,3.53
75,41.4
76,3.53
77,31.2
78,24.34
79,17.12
80,9.56
81,3.53
82,3.53
83,3.53
84,3.53
85,3.53
86,3.53
87,3.53
88,3.53
89,3.53
90,3.53
91,3.53
92,3.53
93,3.53
94,3.53
95,3.53
96,3.53
97,3.53
98,3.53
99,3.53
100,3.53
101,3.53
102,3.53
103,3.53
104,3.53
105,3.53
106,3.53
107,3.53
108,3.53
109,3.53
110,3.53
111,6.82
112,14.6
113,3.53
114,30.01
115,3.53
116,42.87
117,46.54
118,3.53
119,50.71
120,51.24
121,50.1
122,47.37
123,43.84
124,39.04
125,32.97
126,26.11
127,3.53
128,11.25
129,4.01
130,3.53
131,3.53
132,3.53
133,3.53
134,3.53
135,3.53
136,3.53
137,3.53
138,3.53
139,3.53
140,3.53
141,3.53
142,3.53
143,3.53
144,3.53
145,3.53
146,3.53
147,3.53
148,3.53
149,3.53
150,3.53
151,3.53
152,3.53
153,3.53
154,3.53
155,3.53
156,3.53
157,3.53
158,3.53
159,6.34
160,13.84
161,21.65
162,28.95
163,3.53
164,41.78
165,45.42
166,3.53
167,50.44
168,52.61
169,49.83
170,3.53
171,42.8
172,3.53
173,32.64
174,25.8
175,18.61
176,11.06
177,3.53
178,3.53
179,3.53
180,3.53
181,3.53
182,3.53
183,3.53
184,3.53
185,3.53
186,3.53
187,3.53
188,3.53
189,3.53
190,3.53
191,3.53
192,3.53
193,3.53
194,3.53
195,3.53
196,3.53
197,3.53
198,3.53
199,3.53
200,3.53
201,3.53
202,3.53
203,3.53
204,3.53
205,3.53
206,3.53
207,3.77
208,10.58
209,3.53
210,24.09
211,3.53
212,35.45
213,38.7
214,3.53
215,42.39
216,42.83
217,41.77
218,39.3
219,36.23
220,31.95
221,26.53
222,20.56
223,3.53
224,7.55
225,3.53
226,3.53
227,3.53
228,3.53
229,3.53
230,3.53
231,3.53
232,3.53
233,3.53
234,3.53
235,3.53
236,3.53
237,3.53
238,3.53
239,3.53
240,3.53
241,3.53
242,3.53
243,3.53
244,3.53
245,3.53
246,3.53
247,3.53
248,3.53
249,3.53
250,3.53
251,3.53
252,3.53
253,3.53
254,3.53
255,3.53
256,9.93
257,16.69
258,23.07
259,3.53
260,34.45
261,37.64
262,3.53
263,42.05
264,44.06
265,41.48
266,3.53
267,35.2
268,3.53
269,26.27
270,20.29
271,13.95
272,7.4
273,3.53
274,3.53
275,3.53
276,3.53
277,3.53
278,3.53
279,3.53
280,3.53
281,3.53
282,3.53
283,3.53
284,3.53
285,3.53
286,3.53
287,3.53
288,3.53
289,3.53
290,3.53
291,3.53
292,3.53
293,3.53
294,3.53
295,3.53
296,3.53
297,3.53
298,3.53
299,3.53
300,3.53
301,3.97
302,3.53
303,19.42
304,28.46
305,3.53
306,45.71
307,3.53
308,59.62
309,63.83
310,3.53
311,68.71
312,69.28
313,68.16
314,65.42
315,61.5
316,56.23
317,49.75
318,42.03
319,3.53
320,25.23
321,16.64
322,8.4
323,3.53
324,3.53
325,3.53
326,3.53
327,3.53
328,3.53
329,3.53
330,3.53
331,3.53
332,3.53
333,3.53
334,3.53
335,3.53
336,3.53
337,3.53
338,3.53
339,3.53
340,3.53
341,3.53
342,3.53
343,3.53
344,3.53
345,3.53
346,3.53
347,3.53
348,3.53
349,3.53
350,3.53
351,18.92
352,27.77
