,0
0,0.06468164
1,0.2641129
2,0.06468164
3,0.2641129
4,0.06468164
5,0.2641129
6,0.06468164
7,0.2641129
8,0.06468164
9,0.2641129
10,0.06468164
11,0.2641129
12,0.06468164
13,0.2641129
14,0.06468164
15,0.2641129
16,0.06468164
17,0.2641129
18,0.06468164
19,0.2641129
20,0.06468164
21,0.2641129
22,0.06468164
23,0.2641129
24,0.06468164
25,0.2641129
26,0.06468164
27,0.2641129
28,0.06468164
29,0.2641129
30,8.766659
31,6.144263
32,19.97609
33,13.718763
34,0.06468164
35,0.2641129
36,29.75393
37,30.87585
38,46.80461
39,31.847486
40,41.743347
41,42.978664
42,65.77727
43,44.6678
44,0.06468164
45,0.2641129
46,58.485672
47,56.348175
48,76.745834
49,52.079544
50,56.99637
51,58.445896
52,57.876343
53,53.172886
54,0.06468164
55,0.2641129
56,67.8524
57,46.070023
58,59.107193
59,40.16066
60,50.70784
61,34.485
62,40.03572
63,27.273573
64,30.648209
65,20.93019
66,26.547348
67,18.159132
68,11.046772
69,13.719617
70,4.874248
71,10.462227
72,0.880685
73,0.81550735
74,0.06468164
75,0.2641129
76,0.06468164
77,0.2641129
78,0.06468164
79,0.2641129
80,0.06468164
81,0.2641129
82,0.06468164
83,0.2641129
84,0.06468164
85,0.2641129
86,0.06468164
87,0.2641129
88,0.06468164
89,0.2641129
90,0.06468164
91,0.2641129
92,0.06468164
93,0.2641129
94,0.06468164
95,0.2641129
96,0.06468164
97,0.2641129
98,0.06468164
99,0.2641129
100,0.06468164
101,0.2641129
102,0.06468164
103,0.2641129
104,0.06468164
105,0.2641129
106,0.06468164
107,0.2641129
108,0.06468164
109,0.2641129
110,0.06468164
111,0.2641129
112,0.06468164
113,0.2641129
114,0.06468164
115,0.2641129
116,0.06468164
117,0.2641129
118,0.06468164
119,0.2641129
120,0.9493929
121,0.8619351
122,0.06468164
123,0.2641129
124,0.06468164
125,0.2641129
126,8.087299
127,5.685202
128,18.024475
129,12.400007
130,0.06468164
131,0.2641129
132,24.405006
133,26.043388
134,37.98529
135,25.888044
136,35.103477
137,35.617054
138,53.227646
139,36.1877
140,0.06468164
141,0.2641129
142,45.79029
143,44.305317
144,60.292984
145,40.96193
146,44.00244
