,0
0,0.0519705
1,-13.257479
2,-12.486302
3,-14.002368
4,0.0519705
5,0.0519705
6,-9.647076
7,0.0519705
8,-12.002247
9,0.0519705
10,0.0519705
11,0.0519705
12,0.0519705
13,0.0519705
14,0.0519705
15,0.0519705
16,0.0519705
17,0.0519705
18,0.0519705
19,0.0519705
20,0.0519705
21,0.0519705
22,0.0519705
23,0.0519705
24,0.0519705
25,0.0519705
26,0.0519705
27,0.0519705
28,0.0519705
29,0.0519705
30,0.0519705
31,0.0519705
32,0.0519705
33,0.0519705
34,0.0519705
35,0.0519705
36,0.0519705
37,0.0519705
38,0.0519705
39,-12.505222
40,-13.687651
41,0.0519705
42,-10.951925
43,-13.488572
44,0.0519705
45,0.0519705
46,-12.739954
47,-13.747409
48,-13.492472
49,-2.169897
50,-12.277176
51,0.0519705
52,-13.26058
53,0.0519705
54,-13.622914
55,0.0519705
56,-13.396963
57,0.0519705
58,0.0519705
59,0.0519705
60,0.0519705
61,0.0519705
62,0.0519705
63,0.0519705
64,0.0519705
65,0.0519705
66,0.0519705
67,0.0519705
68,0.0519705
69,0.0519705
70,0.0519705
71,0.0519705
72,0.0519705
73,0.0519705
74,0.0519705
75,0.0519705
76,0.0519705
77,0.0519705
78,0.0519705
79,0.0519705
80,0.0519705
81,0.0519705
82,0.0519705
83,0.0519705
84,0.0519705
85,0.0519705
86,0.0519705
87,-11.973018
88,-13.550259
89,0.0519705
90,0.0519705
91,-13.500007
92,0.0519705
93,-13.543092
94,-12.951266
95,-13.844601
96,0.0519705
97,-14.782433
98,-13.7046
99,-15.387313
100,0.0519705
101,0.0519705
102,-10.775642
103,0.0519705
104,-13.379146
105,0.0519705
106,0.0519705
107,0.0519705
108,0.0519705
109,0.0519705
110,0.0519705
111,0.0519705
112,0.0519705
113,0.0519705
114,0.0519705
115,0.0519705
116,0.0519705
117,0.0519705
118,0.0519705
119,0.0519705
120,0.0519705
121,0.0519705
122,0.0519705
123,0.0519705
124,0.0519705
125,0.0519705
126,0.0519705
127,0.0519705
128,0.0519705
129,0.0519705
130,0.0519705
131,0.0519705
132,0.0519705
133,0.0519705
134,0.0519705
135,-13.840325
136,-15.115779
137,0.0519705
138,-12.080405
139,-15.150787
140,0.0519705
141,0.0519705
142,-14.259505
143,-15.170571
144,-14.897531
145,-2.2662935
146,-13.807364
147,0.0519705
148,-14.780291
149,0.0519705
150,-15.230171
151,0.0519705
152,-15.0434
153,0.0519705
154,0.0519705
155,0.0519705
156,0.0519705
157,0.0519705
158,0.0519705
159,0.0519705
160,0.0519705
161,0.0519705
162,0.0519705
163,0.0519705
164,0.0519705
165,0.0519705
166,0.0519705
167,0.0519705
168,0.0519705
169,0.0519705
170,0.0519705
171,0.0519705
172,0.0519705
173,0.0519705
174,0.0519705
175,0.0519705
176,0.0519705
177,0.0519705
178,0.0519705
179,0.0519705
180,0.0519705
181,0.0519705
182,0.0519705
183,-13.503306
184,-14.940244
185,0.0519705
186,0.0519705
187,-15.0683775
188,0.0519705
189,-15.009306
190,-14.493687
191,-15.503719
192,0.0519705
193,-15.929099
194,-14.796926
195,-16.486511
196,0.0519705
197,0.0519705
198,-11.930816
199,0.0519705
200,-14.531157
201,0.0519705
202,0.0519705
203,0.0519705
204,0.0519705
205,0.0519705
206,0.0519705
207,0.0519705
208,0.0519705
209,0.0519705
210,0.0519705
211,0.0519705
212,0.0519705
213,0.0519705
214,0.0519705
215,0.0519705
216,0.0519705
217,0.0519705
218,0.0519705
219,0.0519705
220,0.0519705
221,0.0519705
222,0.0519705
223,0.0519705
224,0.0519705
225,0.0519705
226,0.0519705
227,0.0519705
228,0.0519705
229,0.0519705
230,0.0519705
231,-15.0142145
232,-16.465902
233,0.0519705
234,-13.116984
235,-16.572983
236,0.0519705
237,0.0519705
238,-15.55524
239,-16.334805
240,-16.042408
241,-2.3133085
242,-15.039218
243,0.0519705
244,-15.999185
245,0.0519705
246,-16.637789
247,0.0519705
248,-16.550934
249,0.0519705
250,0.0519705
251,0.0519705
252,0.0519705
253,0.0519705
254,0.0519705
255,0.0519705
256,0.0519705
257,0.0519705
258,0.0519705
259,0.0519705
260,0.0519705
261,0.0519705
262,0.0519705
263,0.0519705
264,0.0519705
265,0.0519705
266,0.0519705
267,0.0519705
268,0.0519705
269,0.0519705
270,0.0519705
271,0.0519705
272,0.0519705
273,0.0519705
274,0.0519705
275,0.0519705
276,0.0519705
277,0.0519705
278,0.0519705
279,-14.748647
280,-16.287457
281,0.0519705
282,0.0519705
283,-16.660202
284,0.0519705
285,-16.396723
286,-15.770082
287,-16.942577
288,0.0519705
289,-17.522314
290,-16.348732
291,-18.244802
292,0.0519705
293,0.0519705
294,-12.91477
295,0.0519705
296,-15.753982
297,0.0519705
298,0.0519705
299,0.0519705
300,0.0519705
301,0.0519705
302,0.0519705
303,0.0519705
304,0.0519705
305,0.0519705
306,0.0519705
307,0.0519705
308,0.0519705
309,0.0519705
310,0.0519705
311,0.0519705
312,0.0519705
313,0.0519705
314,0.0519705
315,0.0519705
316,0.0519705
317,0.0519705
318,0.0519705
319,0.0519705
320,0.0519705
321,0.0519705
322,0.0519705
323,0.0519705
324,0.0519705
325,0.0519705
326,0.0519705
327,-16.611328
328,-18.04462
329,0.0519705
330,-14.359098
331,-17.962942
332,0.0519705
333,0.0519705
334,-16.825188
335,-17.877724
336,-17.606932
337,-2.7009413
338,-16.157581
339,0.0519705
340,-17.515053
341,0.0519705
342,-18.018312
343,0.0519705
344,-17.856436
345,0.0519705
346,0.0519705
347,0.0519705
348,0.0519705
349,0.0519705
350,0.0519705
351,0.0519705
352,0.0519705
353,0.0519705
354,0.0519705
355,0.0519705
356,0.0519705
357,0.0519705
358,0.0519705
359,0.0519705
360,0.0519705
361,0.0519705
362,0.0519705
363,0.0519705
364,0.0519705
365,0.0519705
366,0.0519705
367,0.0519705
368,0.0519705
369,0.0519705
370,0.0519705
371,0.0519705
372,0.0519705
373,0.0519705
374,0.0519705
375,-15.933497
376,-17.743597
377,0.0519705
378,0.0519705
379,-17.975864
380,0.0519705
381,-17.674925
382,-16.987036
383,-18.377697
384,0.0519705
385,-14.6522
386,-13.444731
387,-15.161382
388,0.0519705
389,0.0519705
390,-10.590775
391,0.0519705
392,-12.979167
393,0.0519705
394,0.0519705
395,0.0519705
396,0.0519705
397,0.0519705
398,0.0519705
399,0.0519705
400,0.0519705
401,0.0519705
402,0.0519705
403,0.0519705
404,0.0519705
405,0.0519705
406,0.0519705
407,0.0519705
408,0.0519705
409,0.0519705
410,0.0519705
411,0.0519705
412,0.0519705
413,0.0519705
414,0.0519705
415,0.0519705
416,0.0519705
417,0.0519705
418,0.0519705
419,0.0519705
420,0.0519705
421,0.0519705
422,0.0519705
423,-13.816051
424,-15.021613
425,0.0519705
426,-11.808782
427,-15.003535
428,0.0519705
429,0.0519705
430,-14.094333
431,-14.737822
432,-14.447365
433,-2.2690253
434,-13.49075
435,0.0519705
436,-14.520146
437,0.0519705
438,-15.021514
439,0.0519705
440,-14.751804
441,0.0519705
442,0.0519705
443,0.0519705
444,0.0519705
445,0.0519705
446,0.0519705
447,0.0519705
448,0.0519705
449,0.0519705
450,0.0519705
451,0.0519705
452,0.0519705
453,0.0519705
454,0.0519705
455,0.0519705
456,0.0519705
457,0.0519705
458,0.0519705
459,0.0519705
460,0.0519705
461,0.0519705
462,0.0519705
463,0.0519705
464,0.0519705
465,0.0519705
466,0.0519705
467,0.0519705
468,0.0519705
469,0.0519705
470,0.0519705
471,-13.327918
472,-14.696467
473,0.0519705
474,0.0519705
475,-14.769539
476,0.0519705
477,-14.607458
478,-14.201463
479,-15.258414
480,0.0519705
481,-18.105925
482,-16.56518
483,-18.775085
484,0.0519705
485,0.0519705
486,-12.96285
487,0.0519705
488,-15.829162
