,0
0,11.176692
1,11.176692
2,11.176692
3,11.176692
4,11.176692
5,11.176692
6,11.176692
7,11.176692
8,11.176692
9,11.176692
10,11.176692
11,11.176692
12,11.176692
13,11.176692
14,11.176692
15,15.50199
16,11.176692
17,11.176692
18,25.493074
19,24.910275
20,11.176692
21,28.91539
22,11.176692
23,11.176692
24,31.94907
25,31.381783
26,29.502789
27,11.176692
28,11.176692
29,11.176692
30,19.39904
31,17.917267
32,14.125109
33,11.185063
34,11.176692
35,11.176692
36,11.176692
37,11.176692
38,11.176692
39,11.176692
40,11.176692
41,11.176692
42,11.176692
43,11.176692
44,11.176692
45,11.176692
46,11.176692
47,11.176692
48,11.176692
49,11.176692
50,11.176692
51,11.176692
52,11.176692
53,11.176692
54,11.176692
55,11.176692
56,11.176692
57,11.176692
58,11.176692
59,11.176692
60,11.176692
61,11.176692
62,11.176692
63,11.176692
64,14.584497
65,11.176692
66,22.014256
67,11.176692
68,29.407822
69,11.176692
70,11.176692
71,11.176692
72,30.06209
73,29.985123
74,11.176692
75,29.536514
76,26.459335
77,25.357313
78,18.643852
79,11.176692
80,14.782345
81,11.176692
82,11.176692
83,11.176692
84,11.176692
85,11.176692
86,11.176692
87,11.176692
88,11.176692
89,11.176692
90,11.176692
91,11.176692
92,11.176692
93,11.176692
94,11.176692
95,11.176692
96,11.176692
97,11.176692
98,11.176692
99,11.176692
100,11.176692
101,11.176692
102,11.176692
103,11.176692
104,11.176692
105,11.176692
106,11.176692
107,11.176692
108,11.176692
109,11.176692
110,11.176692
111,16.215557
112,11.176692
113,11.176692
114,27.34653
115,26.950657
116,11.176692
117,31.337345
118,11.176692
119,11.176692
120,34.45756
121,33.83629
122,31.750526
123,11.176692
124,11.176692
125,11.176692
126,20.680943
127,19.001472
128,14.864298
129,11.52082
130,11.176692
131,11.176692
132,11.176692
133,11.176692
134,11.176692
135,11.176692
136,11.176692
137,11.176692
138,11.176692
139,11.176692
140,11.176692
141,11.176692
142,11.176692
143,11.176692
144,11.176692
145,11.176692
146,11.176692
147,11.176692
148,11.176692
149,11.176692
150,11.176692
151,11.176692
152,11.176692
153,11.176692
154,11.176692
155,11.176692
156,11.176692
157,11.176692
158,11.176692
159,11.176692
160,15.620722
161,11.176692
162,23.836067
163,11.176692
164,31.624239
165,11.176692
166,11.176692
167,11.176692
168,32.490738
169,32.302948
170,11.176692
171,31.657614
172,28.387075
173,26.916447
174,19.886902
175,11.176692
176,15.4612665
177,11.176692
178,11.176692
179,11.176692
180,11.176692
181,11.176692
182,11.176692
183,11.176692
184,11.176692
185,11.176692
186,11.176692
187,11.176692
188,11.176692
189,11.176692
190,11.176692
191,11.176692
192,11.176692
193,11.176692
194,11.176692
195,11.176692
196,11.176692
197,11.176692
198,11.176692
199,11.176692
200,11.176692
201,11.176692
202,11.176692
203,11.176692
204,11.176692
205,11.176692
206,11.176692
207,16.360529
208,11.176692
209,11.176692
210,27.537891
211,27.248524
212,11.176692
213,31.66837
214,11.176692
215,11.176692
216,34.732185
217,34.11034
218,31.99536
219,11.176692
220,11.176692
221,11.176692
222,20.891302
223,19.1405
224,15.010501
225,11.650684
226,11.176692
227,11.176692
228,11.176692
229,11.176692
230,11.176692
231,11.176692
232,11.176692
233,11.176692
234,11.176692
235,11.176692
236,11.176692
237,11.176692
238,11.176692
239,11.176692
240,11.176692
241,11.176692
242,11.176692
243,11.176692
244,11.176692
245,11.176692
246,11.176692
247,11.176692
248,11.176692
249,11.176692
250,11.176692
251,11.176692
252,11.176692
253,11.176692
254,11.176692
255,11.176692
256,15.869398
257,11.176692
258,24.106651
259,11.176692
260,31.896278
261,11.176692
262,11.176692
263,11.176692
264,32.78546
265,32.59527
266,11.176692
267,31.874096
268,28.615746
269,27.0676
270,20.110685
271,11.176692
272,15.612913
273,11.176692
274,11.176692
275,11.176692
276,11.176692
277,11.176692
278,11.176692
279,11.176692
280,11.176692
281,11.176692
282,11.176692
283,11.176692
284,11.176692
285,11.176692
286,11.176692
287,11.176692
288,11.176692
289,11.176692
290,11.176692
291,11.176692
292,11.176692
293,11.176692
294,11.176692
295,11.176692
296,11.176692
297,11.176692
298,11.176692
299,11.176692
300,11.176692
301,11.604477
302,13.90103
303,20.699612
304,11.176692
305,11.176692
306,37.25948
307,39.549507
308,11.176692
309,45.504517
310,11.176692
311,11.176692
312,47.638275
313,46.832153
314,44.110256
315,11.176692
316,11.176692
317,11.176692
318,28.677774
319,25.376587
320,19.944592
321,15.072578
322,12.144703
323,11.176692
324,11.176692
325,11.176692
326,11.176692
327,11.176692
328,11.176692
329,11.176692
330,11.176692
331,11.176692
332,11.176692
333,11.176692
334,11.176692
335,11.176692
336,11.176692
337,11.176692
338,11.176692
339,11.176692
340,11.176692
341,11.176692
342,11.176692
343,11.176692
344,11.176692
345,11.176692
346,11.176692
347,11.176692
348,11.176692
349,11.176692
350,11.176692
351,11.176692
352,23.493622
353,11.176692
354,34.88915
355,11.176692
356,43.85008
357,11.176692
358,11.176692
359,11.176692
360,46.2319
361,45.499767
362,11.176692
363,42.295162
364,38.547543
365,34.86244
366,27.998568
367,11.176692
368,20.187557
369,11.176692
370,11.176692
371,11.176692
372,11.176692
373,11.176692
374,11.176692
375,11.176692
376,11.176692
377,11.176692
378,11.176692
379,11.176692
380,11.176692
381,11.176692
382,11.176692
383,11.176692
384,11.176692
385,11.176692
386,11.176692
387,11.176692
388,11.176692
389,11.176692
390,11.176692
391,11.176692
392,11.176692
393,11.176692
394,11.176692
395,11.176692
396,11.176692
397,12.169115
398,15.303222
399,23.187178
400,11.176692
401,11.176692
402,42.990074
403,46.453014
404,11.176692
405,53.40251
406,11.176692
407,11.176692
408,55.386215
409,54.414192
410,51.29026
411,11.176692
412,11.176692
413,11.176692
414,33.005333
415,28.807621
416,22.457106
417,16.734022
418,12.819761
419,11.176692
420,11.176692
421,11.176692
422,11.176692
423,11.176692
424,11.176692
425,11.176692
426,11.176692
427,11.176692
428,11.176692
429,11.176692
430,11.176692
431,11.176692
432,11.176692
433,11.176692
434,11.176692
435,11.176692
436,11.176692
437,11.176692
438,11.176692
439,11.176692
440,11.176692
441,11.176692
442,11.176692
443,11.176692
444,11.176692
445,11.176692
446,11.176692
447,11.176692
448,27.27712
449,11.176692
450,40.793846
451,11.176692
452,51.009277
453,11.176692
454,11.176692
455,11.176692
456,54.007133
457,53.158916
458,11.176692
459,48.682346
460,44.489964
461,39.7151
462,32.273388
463,11.176692
464,22.631008
465,11.176692
466,11.176692
467,11.176692
468,11.176692
469,11.176692
470,11.176692
471,11.176692
472,11.176692
473,11.176692
474,11.176692
475,11.176692
476,11.176692
477,11.176692
478,11.176692
479,11.176692
480,11.176692
481,11.176692
482,11.176692
483,11.176692
484,11.176692
485,11.176692
486,11.176692
487,11.176692
488,11.176692
489,11.176692
490,11.176692
491,11.176692
492,11.176692
493,14.759254
494,20.93731
495,25.878834
496,11.176692
497,11.176692
498,47.393578
499,55.31237
500,11.176692
501,61.129227
502,11.176692
503,11.176692
504,58.905285
505,58.287964
506,56.493713
507,11.176692
508,11.176692
509,11.176692
510,38.76266
511,32.664474
512,27.417091
513,21.662563
514,15.484187
515,11.176692
516,11.176692
517,11.176692
518,11.176692
519,11.176692
520,11.176692
521,11.176692
522,11.176692
523,11.176692
524,11.176692
525,11.176692
526,11.176692
527,11.176692
528,11.176692
529,11.176692
530,11.176692
531,11.176692
532,11.176692
533,11.176692
534,11.176692
535,11.176692
536,11.176692
537,11.176692
538,11.176692
539,11.176692
540,11.176692
541,11.176692
542,11.176692
543,11.176692
544,35.69877
545,11.176692
546,48.696823
547,11.176692
548,55.754333
549,11.176692
550,11.176692
551,11.176692
552,59.90757
553,59.01021
554,11.176692
555,50.483086
556,48.052055
557,40.68748
558,38.770443
559,11.176692
560,26.652014
561,11.176692
562,11.176692
563,11.176692
564,11.176692
565,11.176692
566,11.176692
567,11.176692
568,11.176692
569,11.176692
570,11.176692
571,11.176692
572,11.176692
573,11.176692
574,11.176692
575,11.176692
576,11.176692
577,11.176692
578,11.176692
579,11.176692
580,11.176692
581,11.176692
582,11.176692
583,11.176692
584,11.176692
585,11.176692
586,11.176692
587,11.176692
588,11.176692
589,15.356841
590,21.8751
591,25.436405
592,11.176692
593,11.176692
594,45.893303
595,54.464993
596,11.176692
597,59.8772
598,11.176692
599,11.176692
600,56.24518
601,55.812588
602,54.446266
