,0
0,1.6735867e-06
1,1.6735867e-06
2,1.6735867e-06
3,1.6735867e-06
4,1.6735867e-06
5,1.6735867e-06
6,1.6735867e-06
7,1.6735867e-06
8,1.6735867e-06
9,1.6735867e-06
10,1.6735867e-06
11,1.6735867e-06
12,1.6735867e-06
13,1.6735867e-06
14,4053.3606
15,1.6735867e-06
16,7184.1245
17,8502.974
18,9841.763
19,1.6735867e-06
20,12484.832
21,13104.6455
22,14009.631
23,13962.5625
24,13946.45
25,13889.353
26,13471.123
27,1.6735867e-06
28,11930.297
29,10548.502
30,9263.759
31,7942.7886
32,6408.897
33,5030.3066
34,1.6735867e-06
35,1.6735867e-06
36,1.6735867e-06
37,1.6735867e-06
38,1.6735867e-06
39,1.6735867e-06
40,1.6735867e-06
41,1.6735867e-06
42,1.6735867e-06
43,1.6735867e-06
44,1.6735867e-06
45,1.6735867e-06
46,1.6735867e-06
47,1.6735867e-06
48,1.6735867e-06
49,1.6735867e-06
50,1.6735867e-06
51,1.6735867e-06
52,1.6735867e-06
53,1.6735867e-06
54,1.6735867e-06
55,1.6735867e-06
56,1.6735867e-06
57,1.6735867e-06
58,1.6735867e-06
59,1.6735867e-06
60,1578.6174
61,2794.5703
62,1.6735867e-06
63,5743.1763
64,7503.6196
65,8652.507
66,1.6735867e-06
67,1.6735867e-06
68,12403.846
69,12867.225
70,13779.115
71,13905.591
72,13984.25
73,13934.322
74,1.6735867e-06
75,12755.8
76,11674.355
77,10293.359
78,9197.816
79,7903.8403
80,6511.9414
81,4865.4785
82,3373.048
83,2006.1926
84,1.6735867e-06
85,1.6735867e-06
86,1.6735867e-06
87,1.6735867e-06
88,1.6735867e-06
89,1.6735867e-06
90,1.6735867e-06
91,1.6735867e-06
92,1.6735867e-06
93,1.6735867e-06
94,1.6735867e-06
95,1.6735867e-06
96,1.6735867e-06
97,1.6735867e-06
98,1.6735867e-06
99,1.6735867e-06
100,1.6735867e-06
101,1.6735867e-06
102,1.6735867e-06
103,1.6735867e-06
104,1.6735867e-06
105,1.6735867e-06
106,1.6735867e-06
107,1.6735867e-06
108,1.6735867e-06
109,1.6735867e-06
110,4586.3184
111,1.6735867e-06
112,8104.2915
113,9587.736
114,11060.739
115,1.6735867e-06
116,14025.726
117,14709.291
118,15701.426
119,15665.786
120,15647.922
121,15572.248
122,15105.904
123,1.6735867e-06
124,13386.207
125,11826.46
126,10390.518
127,8887.852
128,7200.1343
129,5633.7495
130,1.6735867e-06
131,1.6735867e-06
132,1.6735867e-06
133,1.6735867e-06
134,1.6735867e-06
135,1.6735867e-06
136,1.6735867e-06
137,1.6735867e-06
138,1.6735867e-06
139,1.6735867e-06
140,1.6735867e-06
141,1.6735867e-06
142,1.6735867e-06
143,1.6735867e-06
144,1.6735867e-06
145,1.6735867e-06
146,1.6735867e-06
147,1.6735867e-06
148,1.6735867e-06
149,1.6735867e-06
150,1.6735867e-06
151,1.6735867e-06
152,1.6735867e-06
153,1.6735867e-06
154,1.6735867e-06
155,1.6735867e-06
156,1768.146
157,3153.4973
158,1.6735867e-06
159,6451.304
160,8448.727
161,9730.905
162,1.6735867e-06
163,1.6735867e-06
164,13920.782
165,14458.764
166,15476.799
167,15581.291
168,15677.535
169,15667.655
170,1.6735867e-06
171,14311.879
172,13110.418
173,11554.045
174,10320.643
175,8879.928
176,7288.87
177,5475.437
178,3789.1077
179,2271.9868
180,1.6735867e-06
181,1.6735867e-06
182,1.6735867e-06
183,1.6735867e-06
184,1.6735867e-06
185,1.6735867e-06
186,1.6735867e-06
187,1.6735867e-06
188,1.6735867e-06
189,1.6735867e-06
190,1.6735867e-06
191,1.6735867e-06
192,1.6735867e-06
193,1.6735867e-06
194,1.6735867e-06
195,1.6735867e-06
196,1.6735867e-06
197,1.6735867e-06
198,1.6735867e-06
199,1.6735867e-06
200,1.6735867e-06
201,1.6735867e-06
202,1.6735867e-06
203,1.6735867e-06
204,1.6735867e-06
205,1.6735867e-06
206,4795.4883
207,1.6735867e-06
208,8457.505
209,10014.825
210,11539.308
211,1.6735867e-06
212,14639.16
213,15360.566
214,16387.736
215,16348.288
216,16329.275
217,16248.586
218,15770.34
219,1.6735867e-06
220,13971.466
221,12341.812
222,10843.469
223,9277.518
224,7516.474
225,5881.375
226,1.6735867e-06
227,1.6735867e-06
228,1.6735867e-06
229,1.6735867e-06
230,1.6735867e-06
231,1.6735867e-06
232,1.6735867e-06
233,1.6735867e-06
234,1.6735867e-06
235,1.6735867e-06
236,1.6735867e-06
237,1.6735867e-06
238,1.6735867e-06
239,1.6735867e-06
240,1.6735867e-06
241,1.6735867e-06
242,1.6735867e-06
243,1.6735867e-06
244,1.6735867e-06
245,1.6735867e-06
246,1.6735867e-06
247,1.6735867e-06
248,1.6735867e-06
249,1.6735867e-06
250,1.6735867e-06
251,1.6735867e-06
252,1839.4474
253,3299.4524
254,1.6735867e-06
255,6736.405
256,8816.535
257,10153.193
258,1.6735867e-06
259,1.6735867e-06
260,14531.0625
261,15101.362
262,16153.914
263,16258.984
264,16368.04
265,16353.555
266,1.6735867e-06
267,14936.415
268,13680.778
269,12054.205
270,10782.016
271,9272.02
272,7603.2324
273,5718.4487
274,3958.5378
275,2375.6443
276,1.6735867e-06
277,1.6735867e-06
278,1.6735867e-06
279,1.6735867e-06
280,1.6735867e-06
281,1.6735867e-06
282,1.6735867e-06
283,1.6735867e-06
284,1.6735867e-06
285,1.6735867e-06
286,1.6735867e-06
287,1.6735867e-06
288,1.6735867e-06
289,1.6735867e-06
290,1.6735867e-06
291,1.6735867e-06
292,1.6735867e-06
293,1.6735867e-06
294,1.6735867e-06
295,1.6735867e-06
296,1.6735867e-06
297,1.6735867e-06
298,1.6735867e-06
299,1.6735867e-06
300,1.6735867e-06
301,1.6735867e-06
302,5340.099
303,1.6735867e-06
304,9330.367
305,11058.023
306,12629.384
307,1.6735867e-06
308,15994.457
309,16801.78
310,17910.354
311,17891.63
312,17857.475
313,17739.076
314,17228.057
315,1.6735867e-06
316,15232.682
317,13454.125
318,11793.393
319,10143.801
