,0
0,-1.3895333e-06
1,-1.3895333e-06
2,-1.3895333e-06
3,-1.3895333e-06
4,-1.3895333e-06
5,-1.3895333e-06
6,-1.3895333e-06
7,-1.3895333e-06
8,-1.3895333e-06
9,-1.3895333e-06
10,-1.3895333e-06
11,-1.3895333e-06
12,-1.3895333e-06
13,2463.9268
14,-1.3895333e-06
15,-1.3895333e-06
16,7570.886
17,-1.3895333e-06
18,10778.318
19,11819.555
20,12645.643
21,13069.291
22,13141.718
23,13022.693
24,-1.3895333e-06
25,13342.702
26,12958.823
27,12004.143
28,10825.925
29,9198.593
30,-1.3895333e-06
31,-1.3895333e-06
32,6353.6016
33,5103.835
34,-1.3895333e-06
35,-1.3895333e-06
36,-1.3895333e-06
37,-1.3895333e-06
38,-1.3895333e-06
39,-1.3895333e-06
40,-1.3895333e-06
41,-1.3895333e-06
42,-1.3895333e-06
43,-1.3895333e-06
44,-1.3895333e-06
45,-1.3895333e-06
46,-1.3895333e-06
47,-1.3895333e-06
48,-1.3895333e-06
49,-1.3895333e-06
50,-1.3895333e-06
51,-1.3895333e-06
52,-1.3895333e-06
53,-1.3895333e-06
54,-1.3895333e-06
55,-1.3895333e-06
56,-1.3895333e-06
57,-1.3895333e-06
58,-1.3895333e-06
59,-1.3895333e-06
60,-1.3895333e-06
61,-1.3895333e-06
62,4137.6514
63,5942.8623
64,7719.423
65,9269.607
66,10489.939
67,11803.292
68,12417.301
69,-1.3895333e-06
70,13371.602
71,13713.469
72,-1.3895333e-06
73,12848.739
74,12934.501
75,11812.502
76,11088.28
77,9328.003
78,-1.3895333e-06
79,7244.144
80,6197.003
81,-1.3895333e-06
82,3095.8796
83,-1.3895333e-06
84,-1.3895333e-06
85,-1.3895333e-06
86,-1.3895333e-06
87,-1.3895333e-06
88,-1.3895333e-06
89,-1.3895333e-06
90,-1.3895333e-06
91,-1.3895333e-06
92,-1.3895333e-06
93,-1.3895333e-06
94,-1.3895333e-06
95,-1.3895333e-06
96,-1.3895333e-06
97,-1.3895333e-06
