,0
0,18.95
1,18.95
2,18.95
3,18.95
4,18.95
5,18.95
6,18.95
7,18.95
8,18.95
9,18.95
10,18.95
11,532.7
12,800.72
13,2549.17
14,18.95
15,6750.12
16,18.95
17,11113.44
18,18.95
19,15431.27
20,16644.32
21,17840.22
22,19070.86
23,18.95
24,19907.59
25,19488.41
26,18959.43
27,17608.68
28,15703.91
29,14461.58
30,12836.6
31,18.95
32,18.95
33,5481.05
34,3582.28
35,3484.36
36,18.95
37,18.95
38,18.95
39,18.95
40,18.95
41,18.95
42,18.95
43,18.95
44,18.95
45,18.95
46,18.95
47,18.95
48,18.95
49,18.95
50,18.95
51,18.95
52,18.95
53,18.95
54,18.95
55,18.95
56,18.95
57,18.95
58,18.95
59,18.95
60,1169.73
61,2302.6
62,5057.51
63,5980.13
64,18.95
65,10551.13
66,12948.97
67,14841.21
68,16201.15
69,18356.1
70,18.95
71,19626.16
72,20014.73
73,18761.82
74,18719.36
75,17442.05
76,16336.59
77,14250.64
78,12672.22
79,11179.76
80,7794.96
81,5381.25
82,3655.46
83,1599.93
84,1237.21
85,18.95
86,18.95
87,18.95
88,18.95
89,18.95
90,18.95
91,18.95
92,18.95
93,18.95
94,18.95
95,18.95
96,18.95
97,18.95
98,18.95
99,18.95
100,18.95
101,18.95
102,18.95
103,18.95
104,18.95
105,18.95
106,18.95
107,572.99
108,990.44
109,2931.38
110,18.95
111,7447.71
112,18.95
113,12035.02
114,18.95
115,16514.11
116,17722.15
117,19014.08
118,20299.65
119,18.95
120,21188.44
121,20810.89
122,20108.5
123,18760.48
124,16879.39
125,15589.34
126,13782.89
127,18.95
128,18.95
129,6176.1
130,4092.22
131,3785.85
132,18.95
133,18.95
134,18.95
135,18.95
136,18.95
137,18.95
138,18.95
139,18.95
140,18.95
141,18.95
142,18.95
143,18.95
144,18.95
145,18.95
146,18.95
147,18.95
148,18.95
149,18.95
150,18.95
151,18.95
152,18.95
153,18.95
154,18.95
155,18.95
156,1356.09
157,2686.66
158,5529.29
159,6675.86
160,18.95
161,11461.96
162,14026.54
163,15900.79
164,17376.45
165,19604.2
166,18.95
167,20863.81
168,21205.92
169,20084.82
170,19943.96
171,18654.53
172,17527.35
173,15336.98
174,13688.42
175,12005.96
176,8579.65
177,6042.9
178,4257.43
179,1953.19
180,1399.33
181,18.95
182,18.95
183,18.95
184,18.95
185,18.95
186,18.95
187,18.95
188,18.95
189,18.95
190,18.95
191,18.95
192,18.95
193,18.95
194,18.95
195,18.95
196,18.95
197,18.95
198,18.95
199,18.95
200,18.95
201,18.95
202,18.95
203,575.49
204,999.42
205,3059.14
206,18.95
207,7856.37
208,18.95
209,12689.69
210,18.95
211,17433.88
212,18760.53
213,20083.15
214,21490.34
215,18.95
216,22421.86
217,22021.9
218,21293.6
219,19840.53
220,17846.85
221,16504.39
222,14591.27
223,18.95
224,18.95
225,6510.98
226,4293.26
227,4014.79
228,18.95
229,18.95
230,18.95
231,18.95
232,18.95
233,18.95
234,18.95
235,18.95
236,18.95
237,18.95
238,18.95
239,18.95
240,18.95
241,18.95
242,18.95
243,18.95
244,18.95
245,18.95
246,18.95
247,18.95
248,18.95
249,18.95
250,18.95
251,18.95
252,1418.2
253,2827.28
254,5831.02
255,7045.84
256,18.95
257,12122.5
258,14804.25
259,16823.95
260,18373.42
261,20747.39
262,18.95
263,22076.03
264,22469.52
265,21238.1
266,21118.42
267,19704.23
268,18504.81
269,16184.96
270,14460.62
271,12726.79
272,9067.48
273,6328.55
274,4475.21
275,2055.11
276,1463.13
277,18.95
278,18.95
279,18.95
280,18.95
281,18.95
282,18.95
283,18.95
284,18.95
285,18.95
286,18.95
287,18.95
288,18.95
289,18.95
290,18.95
291,18.95
292,18.95
293,18.95
294,18.95
295,18.95
296,18.95
297,18.95
298,18.95
299,670.43
300,1331.55
301,3633.62
302,18.95
303,8763.72
304,18.95
305,13611.2
306,18.95
307,18342.55
308,19742.32
309,21039.12
310,22574.5
311,18.95
312,23548.89
313,23203.76
314,22195.39
315,20911.98
316,19053.78
317,17788.43
318,15600.01
319,18.95
320,18.95
321,7579.58
322,5129.18
323,4409.91
324,18.95
325,18.95
326,18.95
327,18.95
328,18.95
329,18.95
330,18.95
331,18.95
332,18.95
333,18.95
334,18.95
335,18.95
336,18.95
337,18.95
338,18.95
339,18.95
340,18.95
341,18.95
342,18.95
343,18.95
344,18.95
345,18.95
346,18.95
347,18.95
348,1772.33
349,3493.57
350,6491.23
351,8024.67
352,18.95
353,13281.66
354,15938.46
355,17941.94
356,19561.2
357,21887.68
358,18.95
